date,venue,location,setlist,gaps
2018-02-12,Byham Theater,"Pittsburgh, PA",Victim | Stealing Time From the Faulty Plan | Equilibrium | Sample in a Jar | Fee | Just a Rose | Don't Chin The Dog | Everything's Right | Got To Be More Careful | Water in the Sky | Pendulum | The Inlaw Josie Wales | Babylon Baby | Strange Design | Whirlwind | Limb By Limb | Different World | If I Could | Peel | Heavy Things | Destiny Unbound | Ghost | Ruby Soho | Harry Hood | Let's Go | Piper | Mary Jane's Last Dance | Chalk Dust Torture | Victim 3D | Dirt | Wingsuit | More | Empty House | Till We Meet Again | Wilson,0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
2018-02-13,Grand Opera House,"Wilmington, DE",Gumbo | Cayman Review | Brian and Robert | Mountains in the Mist | Mercury | Black | Cavern | The Inlaw Josie Wales | Winterqueen | Light | The Wedge | Till We Meet Again | Waste | Farmhouse | Theme from the Bottom | Fuego | The Horse | Silent in the Morning | Backwards Down the Number Line | Strange Design | The Lizards,67 | 19 | 3 | 73 | 66 | 305 | 15 | 0 | 54 | 5 | 5 | 0 | 3 | 14 | 5 | 5 | 55 | 55 | 3 | 0 | 3
2018-02-14,The Independent,"San Francisco, CA",Crazy Sometimes | AC/DC Bag | Yarmouth Road | The Man Who Stepped Into Yesterday | Cities | Avenu Malkenu | Marissa | Water in the Sky | Andelmans' Yard | Theme from the Bottom | Wolfman's Brother | You Strike My Main Nerve | Face | Everything's Right | Stealing Jamaica | Miss You | Jumping | Back on the Train | Noon to Noon | The Inlaw Josie Wales | Meat | Strange Design | Go Away | Blaze On | Sweet Emotion | Tide Turns | Sand | The Curtain | Farmhouse | Pigtail | Bathtub Gin | Waste | Show of Life | Wilson | Brian and Robert | Bouncing Around the Room | More,6 | 6 | 45 | 239 | 4 | 239 | 3 | 1 | 32 | 0 | 4 | 3 | 4 | 1 | 4 | 4 | 6 | 8 | 6 | 0 | 4 | 0 | 3 | 4 | 6 | 20 | 6 | 535 | 0 | 21 | 8 | 0 | 25 | 1 | 0 | 8 | 1
2018-02-14,Sixth and I,"Washington, DC",Crazy Sometimes | AC/DC Bag | Yarmouth Road | The Man Who Stepped Into Yesterday | Cities | Avenu Malkenu | Marissa | Water in the Sky | Andelmans' Yard | Theme from the Bottom | Wolfman's Brother | You Strike My Main Nerve | Face | Everything's Right | Stealing Jamaica | Miss You | Jumping | Back on the Train | Noon to Noon | The Inlaw Josie Wales | Meat | Strange Design | Go Away | Blaze On | Sweet Emotion | Tide Turns | Sand | The Curtain | Farmhouse | Pigtail | Bathtub Gin | Waste | Show of Life | Wilson | Brian and Robert | Bouncing Around the Room | More,0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
2018-02-15,The Independent,"San Francisco, CA",Angatta | Equilibrium | Cruel World | Got To Be More Careful | Trapezoidal Sunshine | Whirlwind | Gimme Some Lovin' | Victim | Steps | Peel | Mind Mischief | Pendulum | Victim 3D | Let's Go,6 | 3 | 6 | 3 | 6 | 3 | 186 | 3 | 5 | 3 | 5 | 3 | 3 | 3
2018-02-16,Teragram Ballroom,"Los Angeles, CA",Long Black Line | More | Just a Rose | Water in the Sky | Steps | Wolfman's Brother | Surface | Brian and Robert | The Inlaw Josie Wales | Current Futures | Traveled Too Far | Blaze On | Crazy Sometimes | Farmhouse | Go Away | Backwards Down the Number Line | Jones | Miss You | Ether | Till We Meet Again | Take It As It Comes | The Wedge | Cities | Bouncing Around the Room | Pendulum | Free | How Do I Know | Strange Design | Tube | Waste | The Lizards | Fuego | Wilson | Sleeping Monkey | Bathtub Gin | Chalk Dust Torture,6 | 1 | 4 | 1 | 0 | 1 | 7 | 1 | 1 | 51 | 88 | 1 | 1 | 1 | 1 | 3 | 9 | 1 | 41 | 3 | 6 | 3 | 1 | 1 | 0 | 7 | 38 | 1 | 7 | 1 | 3 | 3 | 1 | 11 | 1 | 4
2018-02-16,Carolina Theatre,"Durham, NC",Long Black Line | More | Just a Rose | Water in the Sky | Steps | Wolfman's Brother | Surface | Brian and Robert | The Inlaw Josie Wales | Current Futures | Traveled Too Far | Blaze On | Crazy Sometimes | Farmhouse | Go Away | Backwards Down the Number Line | Jones | Miss You | Ether | Till We Meet Again | Take It As It Comes | The Wedge | Cities | Bouncing Around the Room | Pendulum | Free | How Do I Know | Strange Design | Tube | Waste | The Lizards | Fuego | Wilson | Sleeping Monkey | Bathtub Gin | Chalk Dust Torture,0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
2018-02-17,Teragram Ballroom,"Los Angeles, CA",Whirlwind | Theme from the Bottom | Equilibrium | Anything But Me | Sleep to Dream | Sweet Dreams Melinda | Sample in a Jar | Got To Be More Careful | Everything's Right | Noon to Noon | Architect | Ruby Soho | Twist | Face | Mountains in the Mist | Say Something | Yarmouth Road | Lifeboy | Steps | Summer of '89 | Marissa | The Inlaw Josie Wales | Peel | Limb By Limb | Victim | Cavern | Mind Mischief | Rise/Come Together | Gimme Some Lovin' | Mexican Cousin | Do You Still Drink About Me | Buffalo Bill | Victim 3D | Waste | Stealing Time From the Faulty Plan | Wading in the Velvet Sea | Carini | Back on the Train | Brian and Robert | Show of Life | Backwards Down the Number Line,2 | 3 | 2 | 9 | 8 | 25 | 6 | 2 | 3 | 3 | 25 | 6 | 9 | 3 | 5 | 8 | 3 | 142 | 0 | 11 | 3 | 0 | 2 | 6 | 2 | 5 | 2 | 11 | 2 | 209 | -1 | 59 | 2 | 0 | 6 | 9 | 11 | 3 | 0 | 3 | 0
2018-02-17,Knight Theater at Levine Center for the Arts,"Charlotte, NC",Whirlwind | Theme from the Bottom | Equilibrium | Anything But Me | Sleep to Dream | Sweet Dreams Melinda | Sample in a Jar | Got To Be More Careful | Everything's Right | Noon to Noon | Architect | Ruby Soho | Twist | Face | Mountains in the Mist | Say Something | Yarmouth Road | Lifeboy | Steps | Summer of '89 | Marissa | The Inlaw Josie Wales | Peel | Limb By Limb | Victim | Cavern | Mind Mischief | Rise/Come Together | Gimme Some Lovin' | Mexican Cousin | Do You Still Drink About Me | Buffalo Bill | Victim 3D | Waste | Stealing Time From the Faulty Plan | Wading in the Velvet Sea | Carini | Back on the Train | Brian and Robert | Show of Life | Backwards Down the Number Line,0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
2018-02-18,Classic Center,"Athens, GA",Heavy Things | Farmhouse | Dog Faced Boy | More | NICU | Miss You | Fee | Ghost | Waste | Water in the Sky | Sand | Brian and Robert | Bouncing Around the Room | Theme from the Bottom | Strange Design | The Lizards | Blaze On | Slave to the Traffic Light | The Inlaw Josie Wales | The Wedge | Character Zero,8 | 2 | 13 | 2 | 13 | 2 | 8 | 8 | 0 | 2 | 5 | 0 | 2 | 0 | 2 | 2 | 2 | 24 | 0 | 2 | 21
2018-02-19,Belly Up Tavern,"Solana Beach, CA",Stealing Jamaica | Cruel World | Destiny Unbound | 555 | Angatta | You Strike My Main Nerve | Go Away | Victim 3D | Normal Phoebe | Jumping | Check Your Pepper | Jumping | Meat | Crazy Sometimes | Let's Go | Sweet Emotion | Steps,6 | 5 | 9 | 24 | 5 | 6 | 3 | 1 | 12 | 6 | 42 | 6 | 6 | 3 | 5 | 6 | 1
2018-02-20,191 Toole,"Tucson, AZ",Victim | Here Today | Surface | Looking for Clues | Midnight | Pendulum | Victim 3D | Peel | Sugar Shack | Marissa | Babylon Baby | Cities | Equilibrium | Tiny Little World | Yarmouth Road,2 | 88 | 4 | 12 | 385 | 4 | 0 | 2 | 44 | 2 | 10 | 4 | 2 | 12 | 2
2018-02-21,The Crescent Ballroom,"Phoenix, AZ",Stealing Jamaica | Crazy Sometimes | Just a Rose | Morphing Again | The Field | Morphing Again | Got To Be More Careful | Destiny Unbound | Go Away | Up And Down | Jones | Dig Further Down | Sleep to Dream | So Far Gone | Steps | Say Something | Whirlwind | Noon to Noon | Face | Marissa | Ruby Soho,1 | 1 | 5 | 13 | 126 | 13 | 3 | 1 | 1 | 13 | 5 | 60 | 3 | 59 | 1 | 3 | 3 | 3 | 3 | 0 | 3
2018-02-23,Emo's,"Austin, TX",Victim | Cruel World | Meat | Traveled Too Far | So Far Gone | Steps | Mind Mischief | Go Away | Victim 3D | Pendulum | Peel | Trapezoidal Sunshine | Peel | Let's Go | Sweet Emotion | How Many People Are You,1 | 2 | 2 | 6 | 0 | 0 | 4 | 0 | 1 | 1 | 1 | 8 | 1 | 2 | 2 | 15
2018-02-24,House of Blues,"Dallas, TX",Equilibrium | Stealing Jamaica | Surface | Funky Bitch | Long Black Line | Noon to Noon | Destiny Unbound | Different World | Just a Rose | Andelmans' Yard | Marissa | Whirlwind | Let's Go | Steps,2 | 1 | 2 | 60 | 7 | 1 | 1 | 13 | 1 | 10 | 1 | 1 | 0 | 0
2018-03-03,Radio City Music Hall,"New York, NY",Playing in the Band | The Wheel | Dark Star | Jack Straw | Eyes of the World | Dark Star | St. Stephen | Viola Lee Blues | Standing On the Moon | Viola Lee Blues | Ripple,155 | 277 | 280 | 277 | 278 | 280 | 280 | 177 | 276 | 177 | 277
2018-03-09,Union Transfer,"Philadelphia, PA",Let's Go | Long Black Line | Jumping | Stealing Jamaica | Don't Chin The Dog | Pendulum | Steps | Jones | Crazy Sometimes | Looking for Clues | Peel | The Grid | Peel | Meat | Go Away | Funky Bitch,1 | 1 | 5 | 1 | 15 | 2 | 1 | 3 | 3 | 4 | 2 | 131 | 2 | 2 | 2 | 1
2018-03-10,Brooklyn Steel,"Brooklyn, NY",Victim | Victim 3D | Equilibrium | Trapezoidal Sunshine | Got To Be More Careful | Destiny Unbound | Tiny Little World | Whirlwind | Steps | Sleep to Dream | Marissa | Normal Phoebe | Sweet Emotion | Cities,3 | 3 | 2 | 3 | 4 | 2 | 5 | 2 | 0 | 4 | 2 | 6 | 3 | 5
2018-03-11,The Egg,"Albany, NY",Stealing Jamaica | Waking Up Dead | Noon to Noon | Cruel World | Steps | You Strike My Main Nerve | Angatta | Up And Down | Pendulum | Peel | Mind Mischief | Crazy Sometimes | Say Something | Gimme Some Lovin',1 | 33 | 3 | 4 | 0 | 7 | 7 | 5 | 1 | 1 | 4 | 1 | 5 | 9
2018-03-30,Ocean Mist,"Matunuck, RI",,
2018-04-04,Higher Ground,"South Burlington, VT",,
2018-04-05,Higher Ground,"South Burlington, VT",,
2018-04-08,Port City Music Hall,"Portland, ME",Vive l'Acadie | Long Black Braid | Late Night in Austin | Losin' Horses | Ye Roaring Falls At Kingsley | Tip Up | Fortunate Son | Tennessee | Peter Amberly | Low Down | Too Much Trouble | Good as it Gets | Don't Let the Bastards Get You Down | Benny | Broke n' Driftin | Gettin' Back | The Falling Of The Pine | There Are No Rules in This Game | Tougher Than the Rest | Timberline (High Times) | Rocking Chair,77 | 77 | 77 | 77 | -1 | 77 | -1 | -1 | -1 | -1 | -1 | -1 | 77 | -1 | -1 | -1 | 77 | 77 | -1 | -1 | 77
2018-04-11,MilkBoy ArtHouse,"College Park, MD",Broke n' Driftin | Long Black Braid | Vive l'Acadie | Don't Let the Bastards Get You Down | Gettin' Back | Ye Roaring Falls At Kingsley | Good With the Better | Blue Ridge Parkway | There Are No Rules in This Game | Late Night in Austin | Losin' Horses | Low Down | Too Much Trouble | Last Man Standing | Tip Up | Rocking Chair | Timberline (High Times) | Head Held High,0 | 0 | 0 | 0 | 0 | 0 | -1 | -1 | 0 | 0 | 0 | 0 | 0 | -1 | 0 | 0 | 0 | 571
2018-04-12,Brooklyn Bowl,"Brooklyn, NY",Long Black Braid | Don't Let the Bastards Get You Down | The Falling Of The Pine | Gettin' Back | Blue Ridge Parkway | Broke n' Driftin | Vive l'Acadie | Onawa | Losin' Horses | Headed Home | Too Much Trouble | Good With the Better | Late Night in Austin | Powderfinger | Ye Roaring Falls At Kingsley | There Are No Rules in This Game | Rocking Chair,0 | 0 | 1 | 0 | 0 | 0 | 0 | -1 | 0 | 79 | 0 | 0 | 0 | 90 | 0 | 0 | 0
2018-04-13,The Westcott Theater,"Syracuse, NY",Don't Need You | Late Night in Austin | Tennessee | Rocking Chair | Getaway Queen | Vive l'Acadie | Kings Highway | Don't Let the Bastards Get You Down | The Falling Of The Pine | Long Black Braid | Losin' Horses | The Irene | Gettin' Back | Tip Up | There Are No Rules in This Game | Headed Home | Broke n' Driftin,80 | 0 | 2 | 0 | -1 | 0 | -1 | 0 | 0 | 0 | 0 | 80 | 0 | 1 | 0 | 0 | 0
2018-04-14,Higher Ground,"South Burlington, VT",Late Night in Austin | Losin' Horses | Broke n' Driftin | Onawa | Don't Need You | Tip Up | Too Much Trouble | Gettin' Back | Don't Let the Bastards Get You Down | Low Down | Vive l'Acadie | Benny | Timberline (High Times) | Rocking Chair | Fortunate Son | Headed Home | Long Black Braid | Last Man Standing,0 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 2 | 0 | 3 | 2 | 0 | 3 | 0 | 0 | 2
2018-04-15,Infinity Hall,"Norfolk, CT",,
2018-04-17,House of Blues,"Cleveland, OH",Gotta Jibboo | Broke n' Driftin | Tuesday | Don't Need You | Everything's Right | Tennessee | Camel Walk | Late Night in Austin | When the Circus Comes | Vive l'Acadie | No Men In No Man's Land | Good With the Better | Dark And Down | Les Pauls | Drifting | Benny | Pigtail | The Ballad Of St. Anne's Reel | Bounce | Onawa | Soul Planet | Rocking Chair | Too Much Trouble | 46 Days | Don't Let the Bastards Get You Down | Farmhouse | Tip Up | Steam | Tougher Than the Rest | Night Speaks to a Woman | Water in the Sky | There Are No Rules in This Game | Headed Home | Sand | Waste | Heavy Things | First Tube,40 | 1 | 47 | 1 | 19 | 2 | 86 | 1 | 90 | 1 | 43 | 3 | 38 | -1 | 47 | 1 | 24 | -1 | 47 | 1 | 40 | 1 | 1 | 30 | 1 | 18 | 1 | 41 | 5 | 47 | 18 | 2 | 1 | 18 | 18 | 18 | 40
2018-04-17,House of Independents,"Asbury Park, NJ",Gotta Jibboo | Broke n' Driftin | Tuesday | Don't Need You | Everything's Right | Tennessee | Camel Walk | Late Night in Austin | When the Circus Comes | Vive l'Acadie | No Men In No Man's Land | Good With the Better | Dark And Down | Les Pauls | Drifting | Benny | Pigtail | The Ballad Of St. Anne's Reel | Bounce | Onawa | Soul Planet | Rocking Chair | Too Much Trouble | 46 Days | Don't Let the Bastards Get You Down | Farmhouse | Tip Up | Steam | Tougher Than the Rest | Night Speaks to a Woman | Water in the Sky | There Are No Rules in This Game | Headed Home | Sand | Waste | Heavy Things | First Tube,0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
2018-04-18,20 Monroe Live,"Grand Rapids, MI",Blaze On | Party Time | Undermind | Gotta Jibboo | Back on the Train | Alaska | Soul Planet | Sand | Corona | The Way I Feel | Stealing Time From the Faulty Plan | Mr. Completely | Bug | Set Your Soul Free | Ghost | Julius | Brian and Robert | More | Show of Life | First Tube,20 | 90 | 95 | 0 | 21 | 49 | 0 | 0 | 80 | 48 | 21 | 52 | 88 | 46 | 20 | 44 | 20 | 20 | 21 | 0
2018-04-18,Ardmore Music Hall,"Ardmore, PA",Blaze On | Party Time | Undermind | Gotta Jibboo | Back on the Train | Alaska | Soul Planet | Sand | Corona | The Way I Feel | Stealing Time From the Faulty Plan | Mr. Completely | Bug | Set Your Soul Free | Ghost | Julius | Brian and Robert | More | Show of Life | First Tube,0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
2018-04-19,Iron Horse Music Hall,"Northampton, MA",,
2018-04-20,Chicago Theatre,"Chicago, IL",Party Time | Gotta Jibboo | Undermind | Dirt | Night Speaks to a Woman | Ocelot | Burlap Sack and Pumps | Everything's Right | Soul Planet | Aqui Como Alla | Blaze On | Miss You | The Way I Feel | Back on the Train | No Men In No Man's Land | Sand | When the Circus Comes | Tuesday,1 | 1 | 1 | 32 | 3 | 37 | 52 | 3 | 1 | 49 | 1 | 23 | 1 | 1 | 3 | 1 | 3 | 3
2018-04-20,Putnam Place,"Saratoga Springs, NY",Party Time | Gotta Jibboo | Undermind | Dirt | Night Speaks to a Woman | Ocelot | Burlap Sack and Pumps | Everything's Right | Soul Planet | Aqui Como Alla | Blaze On | Miss You | The Way I Feel | Back on the Train | No Men In No Man's Land | Sand | When the Circus Comes | Tuesday,0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
2018-04-21,Chicago Theatre,"Chicago, IL",46 Days | Camel Walk | Heavy Things | Cayman Review | Last Tube | Anything But Me | Dark And Down | Drifting | Alaska | Simple Twist Up Dave | Ghost | Corona | Stealing Time From the Faulty Plan | Prince Caspian | Shade | Mr. Completely | Windora Bug | Steam | Farmhouse | Bounce | Waste | Bathtub Gin | Chalk Dust Torture | First Tube,5 | 5 | 5 | 33 | 53 | 26 | 5 | 5 | 3 | 53 | 3 | 3 | 3 | 39 | 138 | 3 | 136 | 5 | 5 | 5 | 5 | 28 | 28 | 3
2018-04-21,ONCE Somerville,"Somerville, MA",46 Days | Camel Walk | Heavy Things | Cayman Review | Last Tube | Anything But Me | Dark And Down | Drifting | Alaska | Simple Twist Up Dave | Ghost | Corona | Stealing Time From the Faulty Plan | Prince Caspian | Shade | Mr. Completely | Windora Bug | Steam | Farmhouse | Bounce | Waste | Bathtub Gin | Chalk Dust Torture | First Tube,0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
2018-04-24,Iron City,"Birmingham, AL",Blaze On | Party Time | Set Your Soul Free | Frost | Undermind | Heavy Things | Alaska | Burlap Sack and Pumps | Drifting | Everything's Right | Gotta Jibboo | The Way I Feel | Night Speaks to a Woman | Bug | Steam | Soul Planet | Sand | Farmhouse | Miss You | More | Pigtail | First Tube,2 | 2 | 5 | 58 | 2 | 0 | 0 | 2 | 0 | 2 | 2 | 2 | 2 | 5 | 0 | 2 | 2 | 0 | 2 | 5 | 7 | 0
2018-04-26,Civic Theatre,"New Orleans, LA",No Men In No Man's Land | Party Time | Ocelot | Heavy Things | Dark And Down | Night Speaks to a Woman | Everything's Right | Soul Planet | Ghost | Back on the Train | Rise/Come Together | A Case of Ice and Snow | Windora Bug | Gotta Jibboo | Strange Design | The Wedge | Camel Walk,3 | 0 | 3 | 0 | 1 | 0 | 0 | 0 | 1 | 3 | 29 | 131 | 1 | 0 | 28 | 28 | 1
2018-04-27,Civic Theatre,"New Orleans, LA",Blaze On | Corona | Greyhound Rising | Every Story Ends in Stone | 46 Days | Tide Turns | Alaska | Burlap Sack and Pumps | Twist | Simple Twist Up Dave | Miss You | Alive Again | Farmhouse | Julius | Waste | Mozambique | Clint Eastwood,1 | 2 | 128 | 1537 | 2 | 35 | 1 | 1 | 30 | 2 | 1 | 57 | 1 | 7 | 2 | 49 | 49
2018-04-28,Civic Theatre,"New Orleans, LA",Theme from the Bottom | Cayman Review | Undermind | The Way I Feel | Sometime After Sunset | Frost | Stealing Time From the Faulty Plan | Spin | Steam | Bounce | Set Your Soul Free | Sand | Drifting | Bug | Mr. Completely | Plasma | Mr. Completely | Architect | Tuesday | More | Push On 'Til the Day,30 | 3 | 2 | 2 | 58 | 2 | 3 | 58 | 2 | 3 | 2 | 2 | 2 | 2 | 3 | 63 | 3 | 31 | 5 | 2 | 46
2018-04-29,Terminal West,"Atlanta, GA",Blaze On | Party Time | Heavy Things | Everything's Right | Camel Walk | Ghost | Back on the Train | Sand | First Tube | No Men In No Man's Land | Prince Caspian | Twist | Gotta Jibboo | Windora Bug | 46 Days | Show of Life | Push On 'Til the Day | Miss You | Soul Planet,1 | 2 | 2 | 2 | 2 | 2 | 2 | 0 | 3 | 2 | 4 | 1 | 2 | 2 | 1 | 9 | 0 | 1 | 2
2018-06-02,Camp Greensky,"Wellston, MI",Marissa | Endless Highway | Whirlwind | Midnight on the Highway | Destiny Unbound | Don't Lie | Victim | Victim 3D | Got To Be More Careful | Let's Go | You Strike My Main Nerve | Steps | Pendulum | Gimme Some Lovin',24 | -1 | 24 | 2379 | 24 | -1 | 24 | 24 | 24 | 25 | 23 | 23 | 23 | 23
2018-06-16,"Haybarn Theater, Goddard College","Plainfield, VT",,
2018-06-22,The Elephant Collective,"New Orleans, LA",,
2018-06-30,Threshers Brewing Co,"Searsmont, ME",Brown-Eyed Women | New Minglewood Blues | Bertha | West L.A. Fadeaway,208 | 309 | 308 | 186
2018-07-05,Sprint Pavilion,"Charlottesville, VA",Blaze On | Pigtail | Ocelot | No Men In No Man's Land | Cayman Review | Gotta Jibboo | Miss You | Undermind | Sand | Everything's Right | Camel Walk | Steam | Soul Planet | Farmhouse | Party Time | Ghost | First Tube | Waste | Strange Design | More | 46 Days,5 | 9 | 8 | 5 | 6 | 5 | 5 | 6 | 5 | 5 | 5 | 6 | 5 | 7 | 5 | 5 | 5 | 7 | 8 | 6 | 5
2018-07-06,"Summerstage, Central Park","New York, NY",Blaze On | Cayman Review | Everything's Right | Heavy Things | Gotta Jibboo | Party Time | Miss You | Sand | No Men In No Man's Land | Ghost | Camel Walk | Dark And Down | Soul Planet | Steam | Undermind | Push On 'Til the Day | Waste | Strange Design | More | Alaska | First Tube,0 | 0 | 0 | 6 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 9 | 0 | 0 | 0 | 6 | 0 | 0 | 0 | 8 | 0
2018-07-07,Levitate Music and Arts Festival,"Marshfield, MA",Blaze On | Say Something | Cayman Review | Stealing Jamaica | Pigtail | Jones | Gotta Jibboo | Steps | Everything's Right | Mind Mischief | Farmhouse | Yarmouth Road | Dark And Down | Crazy Sometimes | Sand | Cities | Bug | Go Away | Undermind | Sweet Emotion | First Tube | Waste | More | Push On 'Til the Day,0 | 30 | 0 | 30 | 1 | 32 | 0 | 5 | 0 | 30 | 1 | 37 | 0 | 30 | 0 | 31 | 8 | 32 | 0 | 31 | 0 | 0 | 0 | 0
2018-07-07,Breckenridge Brewery,"Littleton, CO",Blaze On | Say Something | Cayman Review | Stealing Jamaica | Pigtail | Jones | Gotta Jibboo | Steps | Everything's Right | Mind Mischief | Farmhouse | Yarmouth Road | Dark And Down | Crazy Sometimes | Sand | Cities | Bug | Go Away | Undermind | Sweet Emotion | First Tube | Waste | More | Push On 'Til the Day,0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
2018-07-08,Grove 2,"Chicago, IL",Victim | Whirlwind | Sleep to Dream | Marissa | You Strike My Main Nerve | Pendulum | Got To Be More Careful | Steps | Victim 3D,7 | 7 | 33 | 7 | 7 | 7 | 7 | 0 | 7
2018-07-17,Lake Tahoe Outdoor Arena at Harveys,"Stateline, NV",Free | Possum | The Moma Dance | Ghost | Funky Bitch | Stash | Character Zero | No Men In No Man's Land | Carini | Slave to the Traffic Light | Bouncing Around the Room | Soul Planet | Steam | Harry Hood | Contact | Julius,45 | 64 | 64 | 3 | 35 | 92 | 42 | 3 | 43 | 42 | 42 | 3 | 3 | 51 | 123 | 12
