date,venue,location,setlist,gaps,artist,artistid,cancelled
2023-07-19,Live Oak Bank Pavilion at Riverfront Park,"Wilmington, NC",Cars Trucks Buses | A Wave of Hope | Funky Bitch | Hey Stranger | Lawn Boy | Back on the Train | When the Circus Comes | It's Ice | Blaze On | Chalk Dust Torture | Oblivion | The Wedge | Scents and Subtle Sounds,17 | 4 | 8 | 20 | 9 | 5 | 12 | 21 | 5 | 5 | 5 | 13 | 34,Phish,1,0
2023-07-21,The Pavilion at Star Lake,"Burgettstown, PA",Party Time | AC/DC Bag | 46 Days | Birds of a Feather | Bouncing Around the Room | Stash | Leaves | Maze | Scents and Subtle Sounds | Sigma Oasis | The Final Hurrah | Pillow Jets | David Bowie | Cities | Fuego | Ruby Waves | Character Zero | Slave to the Traffic Light,9 | 10 | 6 | 7 | 5 | 5 | 8 | 6 | 0 | 5 | 41 | -1 | 5 | 7 | 5 | 4 | 6 | 7,Phish,1,0
2023-07-22,The Pavilion at Star Lake,"Burgettstown, PA",I Never Needed You Like This Before | Turtle in the Clouds | Llama | Clear Your Mind | Sample in a Jar | Taste | Ocelot | Julius | Saw It Again | Sparkle | Ass Handed | Sand | Everything's Right | Soul Planet | Twist | Most Events Aren't Planned | Monsters | Also Sprach Zarathustra | Rock and Roll | Grind | Tube | Ghost,11 | 43 | 38 | 30 | 10 | 8 | 27 | 16 | 17 | 37 | 30 | 3 | 4 | 17 | 7 | 17 | -1 | 7 | 13 | 50 | 5 | 5,Phish,1,0
2023-07-23,St. Joseph's Health Amphitheater at Lakeview,"Syracuse, NY",Happy Birthday to You | Free | Steam | McGrupp and the Watchful Hosemasters | Evolve | Stealing Time From the Faulty Plan | Meat | Walk Away | Theme from the Bottom | Kill Devil Falls | Suzy Greenberg | Tweezer | Oblivion | Miss You | Wolfman's Brother | Possum | I Didn't Know | What's the Use? | Tweezer Reprise,3 | 7 | 3 | 17 | 7 | 29 | 10 | 45 | 6 | 6 | 3 | 5 | 2 | 14 | 7 | 6 | 46 | 12 | 5,Phish,1,0
2023-07-25,TD Pavilion at the Mann,"Philadelphia, PA",Strawberry Letter 23 | Bathtub Gin | Back on the Train | The Squirming Coil | Axilla (Part II) | Ya Mar | Blaze On | Waste | Walls of the Cave | 46 Days | Down with Disease | The Well | No Men In No Man's Land | Beneath a Sea of Stars Part 1 | Piper | Crosseyed and Painless | Chalk Dust Torture | Wading in the Velvet Sea | Fire,12 | 5 | 3 | 11 | 7 | 17 | 3 | 13 | 17 | 2 | 9 | 5 | 7 | 13 | 8 | 22 | 3 | 16 | 45,Phish,1,0
2023-07-26,TD Pavilion at the Mann,"Philadelphia, PA",Mike's Song | Boogie On Reggae Woman | Mike's Song | I Am Hydrogen | Weekapaug Groove | Army of One | Mound | The Moma Dance | Prince Caspian | Backwards Down the Number Line | About to Run | Fluffhead | Set Your Soul Free | Carini | Joy | Golden Age | Limb By Limb | Golgi Apparatus | Harry Hood | A Life Beyond The Dream | Run Like an Antelope,6 | 28 | 6 | 23 | 6 | 62 | 52 | 10 | 8 | 5 | 11 | 7 | 7 | 6 | 21 | 7 | 6 | 7 | 7 | 7 | 9,Phish,1,0
2023-07-28,Madison Square Garden,"New York, NY",Evening Song | A Wave of Hope | Cities | The Old Home Place | Free | Brian and Robert | Stash | My Soul | More | Ruby Waves | Plasma | Simple | Mountains in the Mist | Split Open and Melt | Good Times Bad Times,47 | 5 | 4 | 50 | 2 | 18 | 4 | 17 | 7 | 4 | 10 | 6 | 7 | 7 | 55,Phish,1,0
2023-07-29,Madison Square Garden,"New York, NY",Back on the Train | Down with Disease | The Dogs | Bug | Sugar Shack | Evolve | Horn | Foam | Moonage Daydream | The Wedge | Fuego | Oblivion | Wingsuit | Also Sprach Zarathustra | Hold Your Head Up | Cracklin' Rosie | Hold Your Head Up | Say It To Me S.A.N.T.O.S. | Farmhouse | First Tube,2 | 2 | 77 | 7 | 33 | 3 | 44 | 9 | 31 | 6 | 5 | 3 | 42 | 4 | 8 | 438 | 8 | 7 | 17 | 10,Phish,1,0
2023-07-30,Madison Square Garden,"New York, NY","AC/DC Bag | My Friend, My Friend | Bathtub Gin | Theme from the Bottom | Llama | Tube | Golgi Apparatus | Sigma Oasis | Life Saving Gun | No Men In No Man's Land | Lonely Trip | Frankie Says | Gotta Jibboo | Light | Suzy Greenberg | Izabella",6 | 11 | 3 | 4 | 5 | 5 | 2 | 6 | -1 | 3 | 13 | 74 | 8 | 8 | 4 | 20,Phish,1,0
2023-08-01,Madison Square Garden,"New York, NY",Ghost | Reba | Funky Bitch | Timber (Jerry the Mule) | Broken Into Pieces | Wolfman's Brother | I Am the Walrus | Sample in a Jar | Kill Devil Falls | Golden Age | Shade | Sneakin' Sally Thru the Alley | Twist | You Enjoy Myself | Wilson | Sanity | David Bowie | Character Zero,6 | 10 | 8 | 9 | -1 | 5 | 79 | 6 | 5 | 3 | 9 | 16 | 6 | 10 | 10 | 106 | 7 | 7,Phish,1,0
2023-08-02,Madison Square Garden,"New York, NY",Possum | Guyute | Axilla (Part II) | Energy | Meatstick | It's Ice | Blaze On | Cavern | Carini | Piper | The Well | The Howling | Taste | About to Run | Chalk Dust Torture | Frankenstein | Slave to the Traffic Light,6 | 30 | 5 | 36 | 15 | 9 | 5 | 10 | 4 | 5 | 5 | 10 | 7 | 4 | 5 | 151 | 8,Phish,1,0
2023-08-04,Madison Square Garden,"New York, NY",Buried Alive | The Moma Dance | 46 Days | Back in the Bubble | Bouncing Around the Room | Birds of a Feather | Halley's Comet | Roggae | Run Like an Antelope | Mike's Song | Sand | Crosseyed and Painless | A Life Beyond The Dream | The Lizards | While My Guitar Gently Weeps | Weekapaug Groove | Fluffhead,12 | 5 | 6 | -1 | 9 | 9 | 16 | 14 | 5 | 5 | 8 | 6 | 5 | 39 | 59 | 5 | 5,Phish,1,0
2023-08-05,Madison Square Garden,"New York, NY",Loving Cup | Maze | Martian Monster | Divided Sky | Prince Caspian | NICU | Steam | Drift While You're Sleeping | Set Your Soul Free | Tweezer | Guy Forget | Tweezer | What's the Use? | Scents and Subtle Sounds | Tweezer | Everything's Right | Backwards Down the Number Line | Tweezer Reprise | Harry Hood,21 | 10 | 17 | 12 | 6 | 13 | 8 | 12 | 6 | 8 | 466 | 8 | 8 | 10 | 8 | 9 | 6 | 8 | 6,Phish,1,0
2023-08-25,Broadview Stage at SPAC,"Saratoga Springs, NY",Kill Devil Falls | The Moma Dance | Ocelot | The Wedge | Mull | Punch You in the Eye | Sand | Rock and Roll | Evolve | A Wave of Hope | Simple | Fuego | Chalk Dust Torture | Wading in the Velvet Sea | Say It To Me S.A.N.T.O.S.,3 | 1 | 10 | 5 | 17 | 36 | 1 | 10 | 5 | 6 | 6 | 5 | 2 | 8 | 5,Phish,1,0
2023-08-26,Broadview Stage at SPAC,"Saratoga Springs, NY",Free | Wolfman's Brother | Maze | Sigma Oasis | Pillow Jets | Tube | Twist | Harry Hood | Down with Disease | Ghost | Also Sprach Zarathustra | Golden Age | Everything's Right | A Life Beyond The Dream | First Tube | Possum,7 | 4 | 1 | 5 | 12 | 5 | 4 | 1 | 6 | 4 | 6 | 4 | 1 | 2 | 6 | 3,Phish,1,0
2023-08-31,Dick's Sporting Goods Park,"Commerce City, CO",Carini | Halley's Comet | Blaze On | Prince Caspian | We Are Come to Outlive Our Brains | Mercury | Ruby Waves | Character Zero | Set Your Soul Free | Tweezer | Beneath a Sea of Stars Part 1 | Oblivion | Light | Slave to the Traffic Light | Show of Life | Say It To Me S.A.N.T.O.S.,4 | 3 | 4 | 2 | 112 | 19 | 8 | 5 | 2 | 2 | 10 | 7 | 6 | 4 | 33 | 1,Phish,1,0
2023-09-01,Dick's Sporting Goods Park,"Commerce City, CO",Wolfman's Brother | Sparkle | Bathtub Gin | Back on the Train | Halfway to the Moon | Bouncing Around the Room | Stash | Esther | David Bowie | Sand | No Men In No Man's Land | Llama | Mountains in the Mist | Scents and Subtle Sounds | Shine a Light | Wilson | Split Open and Melt,1 | 13 | 7 | 8 | 17 | 4 | 9 | 18 | 6 | 2 | 7 | 7 | 9 | 3 | 53 | 6 | 9,Phish,1,0
2023-09-02,Dick's Sporting Goods Park,"Commerce City, CO",Fluffhead | My Soul | Cavern | Reba | Mound | A Wave of Hope | Taste | Ghost | AC/DC Bag | Chalk Dust Torture | Ether Edge | 46 Days | The Howling | Piper | Theme from the Bottom | The Mango Song | Don't Doubt Me | Evolve | Golgi Apparatus | Run Like an Antelope,5 | 10 | 6 | 7 | 11 | 3 | 6 | 2 | 8 | 3 | 21 | 5 | 6 | 6 | 8 | 56 | 27 | 3 | 8 | 5,Phish,1,0
2023-09-03,Dick's Sporting Goods Park,"Commerce City, CO",Sigma Oasis | Down with Disease | The Moma Dance | Kill Devil Falls | Free | Everything's Right | Roggae | The Wedge | Gumbo | Also Sprach Zarathustra | Fuego | Runaway Jim | Twist | About to Run | Harry Hood | More | First Tube | Tweezer Reprise,3 | 3 | 4 | 4 | 3 | 3 | 6 | 4 | 19 | 3 | 4 | 20 | 3 | 7 | 3 | 11 | 3 | 5,Phish,1,0
2023-10-06,Bridgestone Arena,"Nashville, TN",Julius | Back on the Train | The Moma Dance | Axilla | Maze | Wolfman's Brother | My Soul | Destiny Unbound | Character Zero | Gotta Jibboo | Oblivion | Torn and Frayed | Light | Fuego | Say It To Me S.A.N.T.O.S. | Bouncing Around the Room | 46 Days | Run Like an Antelope,16 | 2 | 0 | 80 | 4 | 2 | 1 | 47 | 3 | 10 | 3 | 108 | 3 | 0 | 3 | 2 | 1 | 1,Phish,1,0
2023-10-07,Bridgestone Arena,"Nashville, TN",Also Sprach Zarathustra | Gumbo | Beauty of My Dreams | Mull | Also Sprach Zarathustra | Mull | Dirt | Stash | Ether Edge | About to Run | Split Open and Melt | Life Saving Gun | Sand | Everything's Right | Cities | Llama | I Always Wanted It This Way | Bug | Lonely Trip | Harry Hood,1 | 1 | 101 | 6 | 1 | 6 | 71 | 3 | 2 | 1 | 3 | 11 | 3 | 1 | 13 | 3 | 22 | 12 | 11 | 1,Phish,1,0
2023-10-08,Bridgestone Arena,"Nashville, TN",Buried Alive | AC/DC Bag | Free | Sightless Escape | Undermind | Ya Mar | Beauty of a Broken Heart | Hey Stranger | Taste | Evolve | Ghost | Birds of a Feather | A Wave of Hope | Cinnamon Girl | Golden Age | The Well | You Enjoy Myself | The Howling | Suzy Greenberg,9 | 3 | 2 | 169 | 24 | 16 | 100 | 20 | 3 | 3 | 3 | 9 | 3 | 254 | 6 | 10 | 11 | 3 | 12,Phish,1,0
2023-10-10,"Ervin J. Nutter Center, Wright State University","Dayton, OH",Sigma Oasis | The 9th Cube | Theme from the Bottom | Cool Amber and Mercury | 555 | Bathtub Gin | Broken Into Pieces | Reba | Chalk Dust Torture | Mike's Song | Prince Caspian | No Men In No Man's Land | Prince Caspian | It's Ice | Pillow Jets | Weekapaug Groove | Twist | Slave to the Traffic Light | Joy | Buffalo Bill | Wilson | First Tube,3 | 91 | 4 | 109 | 27 | 5 | 12 | 4 | 4 | 10 | 6 | 5 | 6 | 11 | 7 | 10 | 3 | 6 | 16 | 63 | 5 | 3,Phish,1,0
2023-10-11,"Ervin J. Nutter Center, Wright State University","Dayton, OH","Set Your Soul Free | Funky Bitch | Roggae | Kill Devil Falls | Steam | My Friend, My Friend | Crazy Sometimes | Walls of the Cave | Down with Disease | Ruby Waves | Lifeboy | Piper | Backwards Down the Number Line | I Am the Walrus | Egg in a Hole | Possum",7 | 13 | 4 | 4 | 10 | 14 | 163 | 18 | 4 | 7 | 61 | 5 | 10 | 13 | 74 | 8,Phish,1,0
2023-10-13,United Center,"Chicago, IL",Carini | Rift | Halley's Comet | Ghost | Albuquerque | Saw It Again | Foam | Blaze On | Meat | Drift While You're Sleeping | Sand | Waves | Tweezer | Crosseyed and Painless | Light | Mountains in the Mist | Golgi Apparatus | Harry Hood | Talk | Harry Hood | Izabella,8 | 26 | 8 | 2 | 500 | 21 | 16 | 8 | 20 | 11 | 3 | 40 | 8 | 12 | 4 | 7 | 6 | 3 | 581 | 3 | 15,Phish,1,0
2023-10-14,United Center,"Chicago, IL",Runaway Jim | Martian Monster | Sample in a Jar | Weigh | Corinna | Tube | 46 Days | NICU | Most Events Aren't Planned | Cavern | More | Chalk Dust Torture | Oblivion | Split Open and Melt | What's the Use? | Everything's Right | No Quarter | Fluffhead | A Life Beyond The Dream | Character Zero,6 | 12 | 15 | 111 | 106 | 10 | 5 | 12 | 22 | 7 | 6 | 2 | 5 | 4 | 12 | 4 | 31 | 7 | 10 | 5,Phish,1,0
2023-10-15,United Center,"Chicago, IL",Everything is Hollow | Timber (Jerry the Mule) | Ocelot | Vultures | Monsters | Plasma | Mercury | Stash | Leaves | David Bowie | Drowned | A Song I Heard the Ocean Sing | Tweezer | Simple | Pebbles and Marbles | Spanish Moon | A Wave of Hope | Evolve | Loving Cup | Run Like an Antelope | Say It To Me S.A.N.T.O.S. | Tweezer Reprise,166 | 16 | 12 | 39 | 23 | 19 | 10 | 5 | 24 | 9 | 117 | 26 | 1 | 12 | 45 | 202 | 4 | 4 | 13 | 6 | 6 | 7,Phish,1,0
2023-12-28,Madison Square Garden,"New York, NY",No Men In No Man's Land | Halley's Comet | Sample in a Jar | Runaway Jim | Bouncing Around the Room | Axilla (Part II) | Funky Bitch | Bathtub Gin | Ghost | The Howling | A Wave of Hope | Rift | Mike's Song | Simple | Blaze On | Mercy | The Squirming Coil | Weekapaug Groove | Say It To Me S.A.N.T.O.S.,4 | 2 | 1 | 1 | 7 | 16 | 3 | 4 | 2 | 5 | 0 | 2 | 4 | 0 | 2 | 27 | 22 | 4 | 0,Phish,1,0
2023-12-29,Madison Square Garden,"New York, NY","Free | The Moma Dance | Maze | Evolve | Stash | Back on the Train | Theme from the Bottom | Mountains in the Mist | 46 Days | Drift While You're Sleeping | Chalk Dust Torture | Oblivion | What's the Use? | My Friend, My Friend | Sand | About to Run | Harry Hood | Lonely Trip | Carini",6 | 8 | 8 | 1 | 1 | 8 | 5 | 3 | 2 | 3 | 2 | 2 | 2 | 4 | 3 | 7 | 3 | 7 | 3,Phish,1,0
2023-12-30,Madison Square Garden,"New York, NY",Backwards Down the Number Line | Wolfman's Brother | Turtle in the Clouds | Undermind | Kill Devil Falls | Fuego | Train Song | It's Ice | Life Saving Gun | The Well | Tweezer | Twist | Piper | Golden Age | Also Sprach Zarathustra | Sigma Oasis | David Bowie | Slave to the Traffic Light | More,5 | 9 | 26 | 7 | 5 | 9 | 41 | 6 | 8 | 7 | 2 | 6 | 5 | 7 | 8 | 6 | 2 | 6 | 3,Phish,1,0
2023-12-31,Madison Square Garden,"New York, NY",Everything's Right | Tube | Ether Edge | Reba | Taste | Ruby Waves | A Life Beyond The Dream | Character Zero | Down with Disease | Harpua | The Man Who Stepped Into Yesterday | The Lizards | Punch You in the Eye | AC/DC Bag | Tela | Llama | Wilson | The Sloth | Divided Sky | McGrupp and the Watchful Hosemasters | Colonel Forbin's Ascent | Fly Famous Mockingbird | Auld Lang Syne | Split Open and Melt | You Enjoy Myself | Loving Cup | Possum | Cavern | First Tube | Tweezer Reprise,4 | 4 | 9 | 7 | 8 | 6 | 4 | 4 | 6 | 100 | 88 | 18 | 16 | 8 | 51 | 9 | 7 | 100 | 17 | 26 | 116 | 116 | 48 | 4 | 8 | 3 | 6 | 4 | 7 | 3,Phish,1,0
2024-02-20,Moon Palace,"Cancun, Quintana Roo, Mexico",Jam | Mountains in the Mist | My Soul,95 | 2 | 11,Phish,1,1
2024-02-21,Moon Palace,"Cancun, Quintana Roo, Mexico",Back on the Train | The Moma Dance | Down with Disease | If I Could | Everything's Right | Halfway to the Moon | Stash | Alaska | Destiny Unbound | Ocelot | Julius | Sand | Life Saving Gun | The Mango Song | Carini,3 | 3 | 1 | 35 | 1 | 15 | 3 | 82 | 12 | 5 | 12 | 3 | 2 | 14 | 3,Phish,1,0
2024-02-22,Moon Palace,"Cancun, Quintana Roo, Mexico",First Tube | Free | Roggae | Driver | Hey Stranger | Gumbo | My Soul | Birds of a Feather | Axilla (Part II) | A Song I Heard the Ocean Sing | A Wave of Hope | Oblivion | Tweezer | Tube | Runaway Jim | Tube | Bug | Tweezer Reprise,2 | 4 | 9 | 135 | 11 | 12 | 1 | 11 | 5 | 6 | 5 | 4 | 3 | 2 | 5 | 2 | 12 | 2,Phish,1,0
2024-02-23,Moon Palace,"Cancun, Quintana Roo, Mexico",Set Your Soul Free | Ghost | Fast Enough for You | Evolve | Mull | 46 Days | Kill Devil Falls | Wading in the Velvet Sea | Sigma Oasis | Blaze On | Chalk Dust Torture | Beneath a Sea of Stars Part 1 | Backwards Down the Number Line | Harry Hood | When the Circus Comes | Character Zero,10 | 6 | 75 | 5 | 13 | 5 | 4 | 20 | 4 | 6 | 5 | 18 | 4 | 5 | 33 | 3,Phish,1,0
2024-02-24,Moon Palace,"Cancun, Quintana Roo, Mexico",Simple | Sanity | Chalk Dust Torture Reprise | Wolfman's Brother | Mercy | Rift | Bathtub Gin | Cavern | The Howling | No Men In No Man's Land | Ruby Waves | Golden Age | Ruby Waves | Ether Edge | Twist | A Life Beyond The Dream | Possum | More | Also Sprach Zarathustra | Slave to the Traffic Light,7 | 25 | 174 | 5 | 7 | 7 | 7 | 4 | 7 | 7 | 4 | 5 | 4 | 4 | 5 | 4 | 4 | 5 | 5 | 5,Phish,1,0
2024-04-18,Sphere,"Las Vegas, NV","Everything's Right | Back on the Train | Wolfman's Brother | Maze | Leaves | Life Saving Gun | Dirt | Carini | Sand | Tweezer | My Friend, My Friend | Mike's Song | Lifeboy | Weekapaug Groove | Blaze On | Fluffhead | Farmhouse | Run Like an Antelope",3 | 3 | 0 | 7 | 9 | 3 | 15 | 3 | 3 | 2 | 7 | 8 | 12 | 8 | 1 | 10 | 28 | 9,Phish,1,0
2024-04-19,Sphere,"Las Vegas, NV",Free | The Moma Dance | Axilla (Part II) | Mercy | Bathtub Gin | Theme from the Bottom | Split Open and Melt | A Wave of Hope | What's the Use? | Ruby Waves | Lonely Trip | A Song I Heard the Ocean Sing | Prince Caspian | You Enjoy Myself | Wading in the Velvet Sea | Harry Hood,3 | 4 | 3 | 1 | 1 | 8 | 6 | 3 | 8 | 1 | 8 | 3 | 14 | 6 | 2 | 2,Phish,1,0
2024-04-20,Sphere,"Las Vegas, NV",Set Your Soul Free | Tube | Stash | Pillow Jets | Steam | Mountains in the Mist | Taste | 46 Days | Sigma Oasis | Fuego | Golden Age | Twist | I Am Hydrogen | Chalk Dust Torture | Say It To Me S.A.N.T.O.S. | A Life Beyond The Dream | Tweezer Reprise,3 | 4 | 5 | 15 | 14 | 6 | 7 | 3 | 3 | 8 | 2 | 2 | 32 | 3 | 10 | 2 | 4,Phish,1,0
2024-04-21,Sphere,"Las Vegas, NV",Plasma | Evolve | Ghost | Divided Sky | Shade | Hey Stranger | Character Zero | Oblivion | Down with Disease | Beneath a Sea of Stars Part 1 | Also Sprach Zarathustra | Light | Ether Edge | Piper | First Tube | More | Slave to the Traffic Light,12 | 4 | 4 | 8 | 29 | 5 | 4 | 5 | 6 | 4 | 3 | 14 | 3 | 9 | 5 | 3 | 3,Phish,1,0
2024-07-11,"NBC Television Studios, Studio 6B","New York, NY",Evolve,0,Phish,1,1
2024-07-17,NPR Headquarters,"Washington, DC",Sigma Oasis | Evolve | You Enjoy Myself | Sample in a Jar | Chalk Dust Torture,2 | 0 | 3 | 13 | 2,Phish,1,1
2024-07-19,Xfinity Center,"Mansfield, MA",Buried Alive | Character Zero | Hey Stranger | Down with Disease | Roggae | NICU | Stash | 46 Days | Suzy Greenberg | Run Like an Antelope | Ghost | Light | Pillow Jets | Beneath a Sea of Stars Part 1 | Split Open and Melt | Harry Hood,20 | 2 | 2 | 2 | 8 | 16 | 3 | 3 | 20 | 5 | 2 | 2 | 3 | 2 | 4 | 4,Phish,1,0
2024-07-20,Xfinity Center,"Mansfield, MA",Theme from the Bottom | Back on the Train | Sand | Bouncing Around the Room | Backwards Down the Number Line | Human Nature | It's Ice | Wolfman's Brother | Drift While You're Sleeping | You Enjoy Myself | Oblivion | No Men In No Man's Land | Monsters | Also Sprach Zarathustra | Chalk Dust Torture | When the Circus Comes | David Bowie | Say It To Me S.A.N.T.O.S.,5 | 6 | 6 | 15 | 8 | -1 | 13 | 6 | 14 | 1 | 3 | 7 | 16 | 3 | 1 | 8 | 13 | 4,Phish,1,0
2024-07-21,Xfinity Center,"Mansfield, MA",Free | A Wave of Hope | Bathtub Gin | Wilson | The Connection | Thread | Joy | Runaway Jim | Life Saving Gun | The Squirming Coil | Tweezer | Scents and Subtle Sounds | Twist | Crosseyed and Painless | Slave to the Traffic Light | Possum | Tweezer Reprise,6 | 6 | 6 | 13 | 185 | 129 | 21 | 10 | 7 | 16 | 7 | 27 | 5 | 19 | 4 | 8 | 5,Phish,1,0
2024-07-23,Mohegan Sun Arena,"Uncasville, CT",Martian Monster | Rift | Golden Age | Gumbo | Funky Bitch | Guyute | Undermind | Evolve | Waste | Walls of the Cave | Plasma | Kill Devil Falls | Carini | Ruby Waves | Piper | Mercy | Everything's Right | Julius | About to Run,19 | 9 | 6 | 11 | 17 | 34 | 15 | 3 | 40 | 21 | 5 | 10 | 8 | 7 | 5 | 7 | 8 | 12 | 16,Phish,1,0
2024-07-24,Mohegan Sun Arena,"Uncasville, CT",AC/DC Bag | The Curtain With | Steam | Maze | Farmhouse | Mull | Reba | Most Events Aren't Planned | Blaze On | Mike's Song | The Curtain With | Weekapaug Groove | Leaves | Fuego | Lonely Trip | More | Fluffhead | A Life Beyond The Dream | First Tube,15 | 57 | 7 | 9 | 9 | 11 | 15 | 20 | 9 | 9 | 57 | 9 | 9 | 7 | 8 | 6 | 9 | 7 | 6,Phish,1,0
2024-07-26,Alpine Valley Music Theatre,"East Troy, WI","46 Days | The Moma Dance | The Well | My Friend, My Friend | Brian and Robert | Llama | Cities | Ya Mar | Stash | Cavern | Axilla (Part II) | Down with Disease | Mercury | Taste | Ghost | Limb By Limb | The Horse | Silent in the Morning | Good Times Bad Times | Contact | Run Like an Antelope",4 | 9 | 17 | 10 | 40 | 16 | 26 | 25 | 4 | 11 | 9 | 4 | 20 | 8 | 4 | 41 | 88 | 88 | 40 | 97 | 4,Phish,1,0
2024-07-27,Alpine Valley Music Theatre,"East Troy, WI",Sample in a Jar | Halley's Comet | Birds of a Feather | Mountains in the Mist | Foam | Moonage Daydream | My Soul | The Lizards | David Bowie | Sigma Oasis | Simple | The Howling | A Wave of Hope | Lifeboy | Sand | Golgi Apparatus | Esther | Character Zero,6 | 20 | 14 | 9 | 23 | 40 | 14 | 17 | 4 | 6 | 12 | 12 | 3 | 11 | 4 | 23 | 31 | 5,Phish,1,0
2024-07-28,Alpine Valley Music Theatre,"East Troy, WI",A Song I Heard the Ocean Sing | Tube | 555 | Divided Sky | Wolfman's Brother | Bathtub Gin | Bug | Possum | Set Your Soul Free | Prince Caspian | Chalk Dust Torture | Dirt | Oblivion | Light | Twenty Years Later | Also Sprach Zarathustra | Split Open and Melt | The Wedge | Carini,11 | 10 | 26 | 9 | 5 | 4 | 15 | 4 | 10 | 11 | 5 | 12 | 5 | 6 | 49 | 5 | 6 | 30 | 3,Phish,1,0
2024-07-30,"Chaifetz Arena, Saint Louis University","St. Louis, MO",Cars Trucks Buses | Gotta Jibboo | NICU | Ocelot | Evolve | Theme from the Bottom | Vultures | Timber (Jerry the Mule) | Everything's Right | I Never Needed You Like This Before | Tweezer | Ether Edge | Piper | Meat | Blaze On | Saw It Again | Tweezer Reprise,49 | 30 | 7 | 17 | 4 | 6 | 23 | 23 | 4 | 47 | 5 | 10 | 4 | 25 | 3 | 25 | 5,Phish,1,0
2024-07-31,"Chaifetz Arena, Saint Louis University","St. Louis, MO",Turtle in the Clouds | Hey Stranger | Back on the Train | Lawn Boy | Backwards Down the Number Line | Horn | Pebbles and Marbles | Bouncing Around the Room | Boogie On Reggae Woman | The Squirming Coil | Free | Mr. Completely | If I Could | Twist | Ruby Waves | No Men In No Man's Land | First Tube | Grind | Miss You | Harry Hood,21 | 8 | 7 | 50 | 7 | 43 | 24 | 7 | 45 | 6 | 6 | 57 | 18 | 6 | 5 | 7 | 4 | 48 | 47 | 8,Phish,1,0
2024-08-02,Ruoff Music Center,"Noblesville, IN",Punch You in the Eye | Kill Devil Falls | Halfway to the Moon | Heavy Things | Life Saving Gun | Shade | Scent of a Mule | Pillow Jets | Runaway Jim | A Day in the Life | The Oh Kee Pa Ceremony | Axilla (Part II) | Down with Disease | Scents and Subtle Sounds | Down with Disease | What's the Use? | Golden Age | I Always Wanted It This Way | Down with Disease | You Enjoy Myself | Down with Disease,21 | 6 | 19 | 68 | 7 | 12 | 77 | 9 | 7 | 196 | 88 | 4 | 4 | 7 | 4 | 14 | 6 | 31 | 4 | 8 | 4,Phish,1,0
